Name	Label	Question	Type	Var
III3R5C1	Condiciones de financiación poco atractivas	Señale el grado de importancia que tuvieron los siguientes obstáculos, en el acceso a Recursos Públicos para financiar inversiones en actividades científicas, tecnológicas y de innovación en su empresa, durante el periodo 2010 - 2011 ALTA=1 MEDIA=2 NULA=3	i	amn
III3R6C1	Intermediación entre banca comercial y líneas públicas de crédito	Señale el grado de importancia que tuvieron los siguientes obstáculos, en el acceso a Recursos Públicos para financiar inversiones en actividades científicas, tecnológicas y de innovación en su empresa, durante el periodo 2010 - 2011 ALTA=1 MEDIA=2 NULA=3	i	amn
III4R1C1	¿Solicitó beneficios tributarios (deducciones o exenciones) por inversiones en desarrollo científico y tecnológico durante 2010 - 2011?	¿Solicitó beneficios tributarios (deducciones o exenciones) por inversiones en desarrollo científico y tecnológico durante 2010 - 2011? SI=1 NO=2	i	sino
III5R1C1	Información sobre beneficios y requisitos Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R1C2	Información sobre beneficios y requisitos Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R2C1	Herramienta en línea para la solicitud (SIGP) Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R2C2	Herramienta en línea para la solicitud (SIGP) Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R3C1	Diligenciamiento del formulario electrónico Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R3C2	Diligenciamiento del formulario electrónico Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R4C1	Requisitos y trámites necesarios Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R4C2	Requisitos y trámites necesarios Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R5C1	Tiempo de trámite de la aprobación Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R5C2	Tiempo de trámite de la aprobación Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R6C1	Poca utilidad del beneficio tributario Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R6C2	Poca utilidad del beneficio tributario Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R7C1	No halló ningún obstáculo Deducción en renta por inversiones para proyectos de ciencia, tecnología e innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
III5R7C2	No halló ningún obstáculo Exenciones de renta y/o de IVA por inversiones para proyectos de ciencia, tecnología e Innovación	Indique cuáles de los siguientes factores fueron un obstáculo para solicitar u obtener beneficios tributarios por inversiones en desarrollo científico y tecnológico, durante el periodo 2010 - 2011 SI=1	i	sino
IV1R1C1	Doctorado Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R1C2	Doctorado Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R1C3	Doctorado Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R1C4	Doctorado Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R2C1	Maestría Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R2C2	Maestría Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R2C3	Maestría Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R2C4	Maestría Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R3C1	Especialización Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R3C2	Especialización Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R3C3	Especialización Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R3C4	Especialización Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R4C1	Universitario Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R4C2	Universitario Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R4C3	Universitario Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R4C4	Universitario Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R5C1	Tecnólogo Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R5C2	Tecnólogo Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R5C3	Tecnólogo Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R5C4	Tecnólogo Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R6C1	Técnico Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R6C2	Técnico Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R6C3	Técnico Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R6C4	Técnico Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R7C1	Educación secundaria (Completa) Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R7C2	Educación secundaria (Completa) Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R7C3	Educación secundaria (Completa) Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R7C4	Educación secundaria (Completa) Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R8C1	Educación primaria Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R8C2	Educación primaria Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R8C3	Educación primaria Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R8C4	Educación primaria Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R9C1	Trabajador calificado -SENA Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R9C2	Trabajador calificado -SENA Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R9C3	Trabajador calificado -SENA Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R9C4	Trabajador calificado -SENA Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R10C1	Ninguno Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R10C2	Ninguno Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R10C3	Ninguno Personal ocupado promedio que participó en la realización de ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R10C4	Ninguno Personal ocupado promedio que participó en la realización de ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R11C1	Total personal ocupado promedio Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R11C2	Total personal ocupado promedio Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R11C3	Total personal ocupado promedio Personal que participo en ACTI 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV1R11C4	Total personal ocupado promedio Personal que participo en ACTI 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV2R1C1	Personal ocupado promedio 2010	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV2R1C2	Personal ocupado promedio 2011	Indique el número promedio de empleados que laboraron en su empresa en los años 2010 y 2011. De estos, especifique el número de empleados que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2010 y 2011, de acuerdo al máximo nivel educativo alcanzado y con título obtenido	d	num
IV3R1C1	Dirección General Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C2	Dirección General Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C3	Dirección General Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C4	Dirección General Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C5	Dirección General Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C6	Dirección General Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R1C7	Dirección General Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C1	Administración Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C2	Administración Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C3	Administración Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C4	Administración Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C5	Administración Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C6	Administración Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R2C7	Administración Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C1	Mercadeo y Ventas Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C2	Mercadeo y Ventas Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C3	Mercadeo y Ventas Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C4	Mercadeo y Ventas Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C5	Mercadeo y Ventas Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C6	Mercadeo y Ventas Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R3C7	Mercadeo y Ventas Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C1	Producción Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C2	Producción Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C3	Producción Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C4	Producción Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C5	Producción Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C6	Producción Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R4C7	Producción Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C1	Contable y Financiera Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C2	Contable y Financiera Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C3	Contable y Financiera Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C4	Contable y Financiera Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C5	Contable y Financiera Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C6	Contable y Financiera Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R5C7	Contable y Financiera Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C1	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C2	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C3	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C4	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C5	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
