Name	Label	Question	Type
IV1R6C4	Técnico profesional Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R7C1	Educación secundaria (Completa) Personal ocupado promedio 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R7C2	Educación secundaria (Completa) Personal ocupado promedio 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R7C3	Educación secundaria (Completa) Personal ocupado promedio que participó en la realización de ACTI 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R7C4	Educación secundaria (Completa) Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R8C1	Educación primaria Personal ocupado promedio 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R8C2	Educación primaria Personal ocupado promedio 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R8C3	Educación primaria Personal ocupado promedio que participó en la realización de ACTI 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R8C4	Educación primaria Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R9C1	Formación Profesional Integral - SENA Personal ocupado promedio 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R9C2	Formación Profesional Integral - SENA Personal ocupado promedio 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R9C3	Formación Profesional Integral - SENA Personal ocupado promedio que participó en la realización de ACTI 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R9C4	Formación Profesional Integral - SENA Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R10C1	Ninguno Personal ocupado promedio 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R10C2	Ninguno Personal ocupado promedio 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R10C3	Ninguno Personal ocupado promedio que participó en la realización de ACTI 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R10C4	Ninguno Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R11C1	Total personal ocupado promedio Personal ocupado promedio 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R11C2	Total personal ocupado promedio Personal ocupado promedio 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R11C3	Total personal ocupado promedio Personal ocupado promedio que participó en la realización de ACTI 2014	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV1R11C4	Total personal ocupado promedio Personal ocupado promedio que participó en la realización de ACTI 2015	Indique el personal ocupado promedio que laboró en su empresa en los años 2014 y 2015. De éste, especifique el número que participó en la realización de actividades científicas, tecnológicas y de innovación en los años 2014 y 2015, de acuerdo con el máximo nivel educativo alcanzado y con título obtenido.	d
IV2R1C1	Amazonas Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R1C2	Amazonas Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R2C1	Antioquia Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R2C2	Antioquia Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R3C1	Arauca Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R3C2	Arauca Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R4C1	Atlantico Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R4C2	Atlantico Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R5C1	Bogotá D.C. Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R5C2	Bogotá D.C. Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R6C1	Bolivar Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R6C2	Bolivar Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R7C1	Boyacá Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R7C2	Boyacá Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R8C1	Caldas Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R8C2	Caldas Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R9C1	Caquetá Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R9C2	Caquetá Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R10C1	Casanare Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R10C2	Casanare Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R11C1	Cauca Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R11C2	Cauca Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R12C1	Cesar Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R12C2	Cesar Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R13C1	Chocó Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R13C2	Chocó Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R14C1	Córdoba Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R14C2	Córdoba Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R15C1	Cundinamarca Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R15C2	Cundinamarca Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R16C1	Guainía Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R16C2	Guainía Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R17C1	Guaviare Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R17C2	Guaviare Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R18C1	Huila Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R18C2	Huila Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R19C1	La Guajira Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R19C2	La Guajira Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R20C1	Magdalena Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R20C2	Magdalena Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R21C1	Meta Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R21C2	Meta Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R22C1	Nariño Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R22C2	Nariño Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R23C1	Norte de Santander Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R23C2	Norte de Santander Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R24C1	Putumayo Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R24C2	Putumayo Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R25C1	Quindio Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R25C2	Quindio Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R26C1	Risaralda Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R26C2	Risaralda Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R27C1	San Andres y Providencia Personal ocupado promedio que participó en la realización de ACT	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R27C2	San Andres y Providencia Personal ocupado promedio que participó en la realización de ACT	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R28C1	Santander Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R28C2	Santander Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R29C1	Sucre Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R29C2	Sucre Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R30C1	Tolima Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R30C2	Tolima Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R31C1	Valle del Cauca Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R31C2	Valle del Cauca Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R32C1	Vaupés Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R32C2	Vaupés Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R33C1	Vichada Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R33C2	Vichada Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R34C1	Total (Suma de los ítems 1 al 33) Personal ocupado promedio que participó en la realización de ACTI 2014	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV2R34C2	Total (Suma de los ítems 1 al 33) Personal ocupado promedio que participó en la realización de ACTI 2015	Distribuya el personal ocupado promedio que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa en los años 2014 y 2015 (pregunta IV.1), según el (los) departamento(s) donde se ejecutaron dichas actividades de innovación:	d
IV3R1C1	Indique el número promedio de empleados con certificaciones de competencias laborales inherentes a la actividad(es) principal(es) que desarrolla la empresa: 2014	Indique el número promedio de empleados con certificaciones de competencias laborales inherentes a la actividad(es) principal(es) que desarrolla la empresa:	d
IV3R1C2	Indique el número promedio de empleados con certificaciones de competencias laborales inherentes a la actividad(es) principal(es) que desarrolla la empresa: 2015	Indique el número promedio de empleados con certificaciones de competencias laborales inherentes a la actividad(es) principal(es) que desarrolla la empresa:	d
IV3R1C1PIII	Dirección General Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R1C2PIII	Dirección General Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R1C3PIII	Dirección General Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R1C4PIII	Dirección General Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV2R1C5PII	Dirección General Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2009	d
IV3R1C5PIII	Dirección General Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R1C6PIII	Dirección General Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R1C7PIII	Dirección General Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
